old_iri,new_iri,resource_type,module,migration_action,compatibility_notes
http://example.org/kg-mnp#assignedToSubscription,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#assignedToSubscription,ObjectProperty,mnp-identity,REWRITE,
http://example.org/kg-mnp#billedThrough,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#billedThrough,ObjectProperty,mnp-service-contract,REWRITE,
http://example.org/kg-mnp#citesClause,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#citesClause,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#concernsNumber,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#concernsNumber,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#coversService,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#coversService,ObjectProperty,mnp-service-contract,REWRITE,
http://example.org/kg-mnp#currentProcessStep,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#currentProcessStep,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#dependsOn,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#dependsOn,ObjectProperty,mnp-compliance,DEPRECATE_AND_REWRITE_USAGE,Prefer https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesEvidence
http://example.org/kg-mnp#dependsOnEvidence,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#dependsOnEvidence,ObjectProperty,mnp-compliance,DEPRECATE_AND_REWRITE_USAGE,Prefer https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesEvidence
http://example.org/kg-mnp#dependsOnRuleVersion,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#dependsOnRuleVersion,ObjectProperty,mnp-compliance,DEPRECATE_AND_REWRITE_USAGE,Prefer https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesRuleVersion
http://example.org/kg-mnp#evaluatedAtTime,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evaluatedAtTime,ObjectProperty,mnp-evidence-time,REWRITE,
http://example.org/kg-mnp#evaluatedByRule,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evaluatedByRule,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#evidenceForCase,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#evidenceForCase,ObjectProperty,mnp-evidence-time,REWRITE,
http://example.org/kg-mnp#fieldOfSource,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#fieldOfSource,ObjectProperty,mnp-modeling-provenance,REWRITE,
http://example.org/kg-mnp#governedByContract,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#governedByContract,ObjectProperty,mnp-service-contract,REWRITE,
http://example.org/kg-mnp#hasAuthorizationCode,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasAuthorizationCode,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#hasBill,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasBill,ObjectProperty,mnp-account-billing,REWRITE,
http://example.org/kg-mnp#hasBlockingReason,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasBlockingReason,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#hasCaseEvidence,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasCaseEvidence,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#hasCaseStatus,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasCaseStatus,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#hasCharge,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasCharge,ObjectProperty,mnp-account-billing,REWRITE,
http://example.org/kg-mnp#hasCommitmentPeriod,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasCommitmentPeriod,ObjectProperty,mnp-service-contract,REWRITE,
http://example.org/kg-mnp#hasEligibilityAssessment,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasEligibilityAssessment,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#hasEvidenceValidity,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasEvidenceValidity,ObjectProperty,mnp-evidence-time,REWRITE,
http://example.org/kg-mnp#hasIdentityDocument,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasIdentityDocument,ObjectProperty,mnp-identity,REWRITE,
http://example.org/kg-mnp#hasModelingEvidence,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasModelingEvidence,ObjectProperty,mnp-modeling-provenance,REWRITE,
http://example.org/kg-mnp#hasPayment,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasPayment,ObjectProperty,mnp-account-billing,REWRITE,
http://example.org/kg-mnp#hasPaymentArrangementRecord,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasPaymentArrangementRecord,ObjectProperty,mnp-account-billing,REWRITE,
http://example.org/kg-mnp#hasProcessEvent,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasProcessEvent,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#hasProcessStep,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasProcessStep,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#hasRealNameRegistration,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasRealNameRegistration,ObjectProperty,mnp-identity,REWRITE,
http://example.org/kg-mnp#hasReviewDecision,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasReviewDecision,ObjectProperty,mnp-modeling-provenance,REWRITE,
http://example.org/kg-mnp#hasRuleVersion,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasRuleVersion,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#hasSourceSystem,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasSourceSystem,ObjectProperty,mnp-evidence-time,REWRITE,
http://example.org/kg-mnp#hasSubscription,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasSubscription,ObjectProperty,mnp-identity,DEPRECATE_AND_REWRITE_USAGE,Prefer https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#holdsSubscription
http://example.org/kg-mnp#hasTerminationAgreement,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasTerminationAgreement,ObjectProperty,mnp-service-contract,REWRITE,
http://example.org/kg-mnp#holdsSubscription,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#holdsSubscription,ObjectProperty,mnp-identity,REWRITE,
http://example.org/kg-mnp#mapsSourceField,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#mapsSourceField,ObjectProperty,mnp-modeling-provenance,REWRITE,
http://example.org/kg-mnp#markedForReassessment,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#markedForReassessment,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#nextProcessStep,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#nextProcessStep,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#observedAtTime,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#observedAtTime,ObjectProperty,mnp-evidence-time,REWRITE,
http://example.org/kg-mnp#observesAccount,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#observesAccount,ObjectProperty,mnp-account-billing,REWRITE,
http://example.org/kg-mnp#operationalizesClause,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#operationalizesClause,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#ownershipHolder,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ownershipHolder,ObjectProperty,mnp-identity,REWRITE,
http://example.org/kg-mnp#ownsPhoneNumber,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#ownsPhoneNumber,ObjectProperty,mnp-identity,DEPRECATE_AND_REWRITE_USAGE,Prefer https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#assignedToSubscription
http://example.org/kg-mnp#partOfDocument,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#partOfDocument,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#producesBlockingReason,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#producesBlockingReason,ObjectProperty,mnp-compliance,DEPRECATE_AND_REWRITE_USAGE,Prefer https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#hasBlockingReason
http://example.org/kg-mnp#producesDecision,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#producesDecision,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#recommendsAction,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#recommendsAction,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#recordedAtTime,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#recordedAtTime,ObjectProperty,mnp-evidence-time,REWRITE,
http://example.org/kg-mnp#relatedAccount,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#relatedAccount,ObjectProperty,mnp-account-billing,DEPRECATE_AND_REWRITE_USAGE,Prefer https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#billedThrough
http://example.org/kg-mnp#requestedBy,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#requestedBy,ObjectProperty,mnp-process,REWRITE,
http://example.org/kg-mnp#settlesAccount,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#settlesAccount,ObjectProperty,mnp-account-billing,REWRITE,
http://example.org/kg-mnp#subscribesToService,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#subscribesToService,ObjectProperty,mnp-service-contract,REWRITE,
http://example.org/kg-mnp#supersedesRuleVersion,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#supersedesRuleVersion,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#supportedByEvidence,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#supportedByEvidence,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#triggeredByRule,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#triggeredByRule,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#triggeredByRuleVersion,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#triggeredByRuleVersion,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#usesEvidence,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesEvidence,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#usesMappingRule,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesMappingRule,ObjectProperty,mnp-modeling-provenance,REWRITE,
http://example.org/kg-mnp#usesRuleVersion,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#usesRuleVersion,ObjectProperty,mnp-compliance,REWRITE,
http://example.org/kg-mnp#verifiedBy,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/terms#verifiedBy,ObjectProperty,mnp-identity,REWRITE,
http://example.org/kg-mnp/account-billing,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-account-billing,Ontology,mnp-account-billing,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-account-billing
http://example.org/kg-mnp/alignments,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-alignments,Ontology,mnp-alignments,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-alignments
http://example.org/kg-mnp/code-list,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-code-list,Ontology,mnp-code-list,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-code-list
http://example.org/kg-mnp/compliance,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-compliance,Ontology,mnp-compliance,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-compliance
http://example.org/kg-mnp/core,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-core,Ontology,mnp-core,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-core
http://example.org/kg-mnp/evidence-time,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-evidence-time,Ontology,mnp-evidence-time,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-evidence-time
http://example.org/kg-mnp/identity,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-identity,Ontology,mnp-identity,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-identity
http://example.org/kg-mnp/process,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-process,Ontology,mnp-process,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-process
http://example.org/kg-mnp/service-contract,https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/mnp-service-contract,Ontology,mnp-service-contract,REWRITE,Also version IRI https://yangjunjie-lin.github.io/KG-MNP-Demo/ontology/1.0.0/mnp-service-contract
